,URL,Title,Goal Completions,Goal Conversion Rate,Total Clicks,Total Impressions,Average CTR,Average Position,Desktop Clicks (URL Avg),Desktop Impressions (URL Avg),Desktop CTR (URL Avg),Desktop Position (URL Avg),Mobile Clicks (URL Avg),Mobile Impressions (URL Avg),Mobile CTR (URL Avg),Mobile Position (URL Avg),Tablet Clicks (URL Avg),Tablet Impressions (URL Avg),Tablet CTR (URL Avg),Tablet Position (URL Avg),Found in Google Analytics,Users,Sessions,Pageviews,Pageviews Per Session,Unique Pageviews,Bounce Rate,Avg Time On Page,Entrance Rate
10,https://www.mdmountainside.com/2019-annual-members-exhibition,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,3,6,2.0,5,33.33,35.67,50.0
11,https://www.mdmountainside.com/2019-destination-guide,"2019 Destination Guide - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,2,2,5,2.5,4,50.0,34.33,40.0
12,https://www.mdmountainside.com/2019-heritage-days-festival,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,721,868,1190,1.37,1070,84.33,110.53,72.94
13,https://www.mdmountainside.com/2019-polish-mountain-hill-climb,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,325,387,528,1.36,455,82.69,175.28,73.3
14,https://www.mdmountainside.com/2nd-annual-ugly-christmas-sweater-party-at-1812-brewery,"2nd Annual Ugly Christmas Sweater Party at 1812 Brewery - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
15,https://www.mdmountainside.com/2nd-annual-ymca-dragons-on-the-lake,"2nd Annual YMCA Dragons on the Lake - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,3,3,1.0,3,100.0,0.0,100.0
16,https://www.mdmountainside.com/30th-annual-iron-furnace-5k-and-fun-walk,"30th Annual Iron Furnace 5K and Fun Walk - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,7,7,13,1.86,8,71.43,391.17,53.85
17,https://www.mdmountainside.com/32nd-annual-coney-days,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,48,50,144,2.88,99,54.0,68.15,34.72
18,https://www.mdmountainside.com/32nd-annual-coney-days-sunday-in-the-park,"32nd Annual Coney Days: Sunday in the Park - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,2,2,2,1.0,2,100.0,0.0,100.0
19,https://www.mdmountainside.com/33rd-annual-coney-days-sunday-on-the-crick,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,6,7,12,1.71,9,42.86,476.6,58.33
20,https://www.mdmountainside.com/3m-challenge-bike-ride,"3M Challenge Bike Ride - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,5,5,1.0,5,100.0,0.0,100.0
21,https://www.mdmountainside.com/4th-annual-brush-tunnel-marathon-and-half-marathon,"4th Annual Brush Tunnel Marathon and Half Marathon - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
22,https://www.mdmountainside.com/4th-of-july-fire-works,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,45,56,88,1.57,77,75.0,125.52,63.64
23,https://www.mdmountainside.com/4th-of-july-fireworks,"Celebrate with Fireworks on the 4th of July - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,159,173,247,1.43,227,78.03,118.53,70.04
24,https://www.mdmountainside.com/4th-of-july-plaque-reading,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,5,7,1.4,7,60.0,534.0,71.43
25,https://www.mdmountainside.com/5th-annual-howards-run-festival,"5th Annual Howards Run Festival - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
26,https://www.mdmountainside.com/69th-annual-south-cumberland-business-and-civic-association-marsha-l-thomas-memorial-halloween-parade,"69th Annual South Cumberland Business and Civic Association “Marsha L. Thomas” Memorial Halloween Parade - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,2,2,3,1.5,3,50.0,640.0,66.67
27,https://www.mdmountainside.com/6th-annual-casa-wine-and-craft-beer-festival,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,16,17,18,1.06,18,94.12,166.0,94.44
28,https://www.mdmountainside.com/7-cs-lodging,"7 C's Lodging - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,4,6,1.5,6,75.0,471.5,66.67
29,https://www.mdmountainside.com/9-decatur-guest-house-and-hostel,"9 Decatur Guest House and Hostel - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,16,16,29,1.81,24,62.5,93.31,55.17
30,https://www.mdmountainside.com/Delfest,"DelFest - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,5,10,2.0,7,80.0,252.4,50.0
31,https://www.mdmountainside.com/a-streetcar-named-desire,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,5,5,1.0,5,100.0,0.0,100.0
32,https://www.mdmountainside.com/about,"About Us - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
33,https://www.mdmountainside.com/about-allegany-county-tourism,"Learn All About Allegany County - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,184,195,543,2.78,456,45.64,60.35,35.91
34,https://www.mdmountainside.com/al-gar-federal-credit-union,"Al-Gar Federal Credit Union - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,2,2,2,1.0,2,100.0,0.0,100.0
35,https://www.mdmountainside.com/aldi-grocery-store,"ALDI Grocery Store - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,17,17,17,1.0,17,100.0,0.0,100.0
36,https://www.mdmountainside.com/ali-ghan-shrine-club,"Ali Ghan Shrine Club - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,51,55,124,2.25,103,67.27,84.17,44.35
37,https://www.mdmountainside.com/allegany-arts-council,"Allegany Arts Council - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,14,14,29,2.07,28,57.14,113.0,48.28
38,https://www.mdmountainside.com/allegany-chiropractic-center,"Allegany Chiropractic Center - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
39,https://www.mdmountainside.com/allegany-county-fair-2019,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,264,285,493,1.73,425,69.82,74.26,57.81
40,https://www.mdmountainside.com/allegany-county-fair-ag-expo,"Allegany County Fair & Ag Expo - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,43,47,93,1.98,71,63.83,29.87,50.54
41,https://www.mdmountainside.com/allegany-county-fairgrounds,"Allegany County Fairgrounds - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,68,72,138,1.92,112,61.11,33.91,52.17
42,https://www.mdmountainside.com/allegany-county-library-system,"Allegany County Library System - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
43,https://www.mdmountainside.com/allegany-county-teachers-credit-union,"Allegany County Teachers Credit Union - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,27,30,32,1.07,30,96.67,122.0,93.75
44,https://www.mdmountainside.com/allegany-county-transit-,"Allegany County Transit - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,2,2.0,1,0.0,4.0,50.0
45,https://www.mdmountainside.com/allegany-county-visitor-center,"Allegany County Visitor Center - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,60,70,130,1.86,116,65.71,111.82,53.85
46,https://www.mdmountainside.com/allegany-museum,"Allegany Museum - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,30,35,46,1.31,44,85.71,120.55,76.09
47,https://www.mdmountainside.com/allegheny-trail-house-bed-breakfast,"Allegheny Trail House Bed & Breakfast - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,3,4,1.33,4,66.67,127.0,75.0
48,https://www.mdmountainside.com/alpacas-at-rivers-edge-farm,"Alpacas at Rivers Edge Farm - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,7,20,2.86,13,57.14,40.23,35.0
49,https://www.mdmountainside.com/amish-outlaws-live,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,5,6,1.2,6,80.0,420.0,83.33
50,https://www.mdmountainside.com/an-evening-at-1812-with-gibb-cochrum-and-mighty-kimchi-food-truck,"An Evening at 1812 with Gibb Cochrum & Mighty Kimchi Food Truck - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,3,3,1.0,3,100.0,0.0,100.0
51,https://www.mdmountainside.com/an-intimate-evening-with-bowman-bowman-and-dre,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,9,13,19,1.46,15,76.92,273.83,68.42
52,https://www.mdmountainside.com/annies-sleep-center,"Annie's Sleep Center - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
53,https://www.mdmountainside.com/appalachia-awakening,"Appalachia Awakening - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,28,29,36,1.24,32,89.66,173.71,80.56
54,https://www.mdmountainside.com/appalachian-festival,"Appalachian Festival - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,6,6,13,2.17,11,66.67,113.57,46.15
55,https://www.mdmountainside.com/appels-gateway,"Appel's Gateway - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,4,4,1.0,4,100.0,0.0,100.0
56,https://www.mdmountainside.com/apples-east-coast-motorcycle-rally,"Apple's East Coast Motorcycle Rally - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,181,191,322,1.69,259,74.87,79.6,59.32
57,https://www.mdmountainside.com/around-the-back-family-chiropractic,"Around the Back Family Chiropractic - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,41,46,56,1.22,47,84.78,164.3,82.14
58,https://www.mdmountainside.com/art-and-yoga-2,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
59,https://www.mdmountainside.com/art-exhibit-by-sheri-sensabaugh-the-fabric-of-my-life,"Art Exhibit by Sheri Sensabaugh - The Fabric of My Life - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
60,https://www.mdmountainside.com/arts-and-culture,"Explore Arts and Cultural Activities - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,17,17,51,3.0,40,35.29,56.76,33.33
61,https://www.mdmountainside.com/b-rads-pizza,"B-Rad's Pizza - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,106,109,144,1.32,126,82.57,84.23,75.69
62,https://www.mdmountainside.com/back-by-popular-demand-the-fly-birds,"Back By Popular Demand - The Fly Birds - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
63,https://www.mdmountainside.com/baltimore-street-collectibles,"Baltimore Street Collectibles - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,13,13,19,1.46,15,61.54,79.33,68.42
64,https://www.mdmountainside.com/baltimore-street-grill,"Baltimore Street Grill - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,28,31,38,1.23,32,80.65,146.14,81.58
65,https://www.mdmountainside.com/banana-leaf,"Banana Leaf - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
66,https://www.mdmountainside.com/banks,"Locate a Bank - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,2,3,7,2.33,5,66.67,35.5,42.86
67,https://www.mdmountainside.com/barkin-basement-thrift-shop,"Barkin' Basement Thrift Shop - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,12,14,16,1.14,16,92.86,469.5,87.5
68,https://www.mdmountainside.com/bars-and-nighttlife,"Find Bars, Clubs, and Nightlife - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,22,23,72,3.13,58,43.48,111.57,31.94
69,https://www.mdmountainside.com/bartons-towing-auto-service,"Barton's Towing & Auto Service - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,6,11,1.83,8,83.33,53.8,54.55
70,https://www.mdmountainside.com/basecamp-coffee-company,"Basecamp Coffee Company - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,74,82,110,1.34,98,85.37,57.36,74.55
71,https://www.mdmountainside.com/battle-of-folcks-mill-commemoration-at-1812-brewery,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,6,7,13,1.86,11,57.14,229.17,53.85
72,https://www.mdmountainside.com/bay-runner-shuttle,"Bay Runner Shuttle - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,6,7,9,1.29,8,85.71,136.0,77.78
73,https://www.mdmountainside.com/bb-country-meats,"B&B Country Meats - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,106,113,148,1.31,130,86.73,78.51,76.35
74,https://www.mdmountainside.com/beckmans-greene-street-pharmacy-inc,"Beckman's Greene Street Pharmacy, Inc. - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
75,https://www.mdmountainside.com/bed-and-breakfasts,"Find a Bed & Breakfast - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,62,69,97,1.41,83,79.71,244.86,71.13
76,https://www.mdmountainside.com/beginnings-montessori,"Beginnings Montessori - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,2,2.0,1,0.0,46.0,50.0
77,https://www.mdmountainside.com/best-of-the-blue-ridge-2019,"Best of the Blue Ridge 2019 - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,3,3,1.0,3,100.0,0.0,100.0
78,https://www.mdmountainside.com/bills-place,"Bill's Place - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,119,131,191,1.46,168,77.1,110.88,68.59
79,https://www.mdmountainside.com/black-guy-fawkes-on-stage-at-1812-brewery,"Black Guy Fawkes On Stage at 1812 Brewery - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,3,3.0,3,0.0,26.5,33.33
80,https://www.mdmountainside.com/black-oak-bottom-boat-access,"Black Oak Bottom Boat Access - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,23,26,44,1.69,37,73.08,330.33,59.09
81,https://www.mdmountainside.com/blog,"Blog Posts and Insider Tips - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,6,21,3.5,20,16.67,132.6,28.57
82,https://www.mdmountainside.com/blog/allegany-county-ice-cream-trail,"Allegany County Ice Cream Trail - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,42,53,155,2.92,124,67.92,104.52,34.19
83,https://www.mdmountainside.com/blog/best-places-to-cool-off,"Best Places to Cool Off | the Mountain Side of Maryland - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,6,6,8,1.33,7,83.33,171.0,75.0
84,https://www.mdmountainside.com/blog/cumberland-historic-walking-tour,"Historic Walking Tour | Cumberland, MD - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,84,93,151,1.62,134,75.27,77.79,61.59
85,https://www.mdmountainside.com/blog/happy-mlb-opening-day,"Happy MLB Opening Day - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,7,8,13,1.63,10,75.0,335.6,61.54
86,https://www.mdmountainside.com/blog/he-really-did-sleep-here-george-washington-in-allegany-county,"He Really Did Sleep Here | George Washington in Allegany County - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,16,17,18,1.06,18,94.12,92.0,94.44
87,https://www.mdmountainside.com/blog/made-in-allegany-county-md,"Made in Allegany County, MD - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,2,2,2,1.0,2,100.0,0.0,100.0
88,https://www.mdmountainside.com/blog/mothers-day-in-mountain-maryland,"Mother's Day in Mountain Maryland - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
89,https://www.mdmountainside.com/blog/mountain-maryland-easter-egg-hunts,"Mountain Maryland Easter Egg Hunts - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,4,4,1.0,4,100.0,0.0,100.0
90,https://www.mdmountainside.com/blog/must-do-winter-activities,"Must Do Winter Activities | Allegany County, the Mountainside of Maryland - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,4,8,2.0,6,50.0,416.5,50.0
91,https://www.mdmountainside.com/blog/plan-for-vacation-day,"Plan For Vacation Day - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,3,3,3,1.0,3,100.0,0.0,100.0
92,https://www.mdmountainside.com/blog/spooktacular-halloween-activities-2018,"Spooktacular Halloween Activities 2018 - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,7,7,7,1.0,7,100.0,0.0,100.0
93,https://www.mdmountainside.com/blog/spring-bucket-list,"Spring Bucket List - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,6,6,6,1.0,6,100.0,0.0,100.0
94,https://www.mdmountainside.com/blog/summer-bucket-list,"Summer Bucket List - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,4,7,1.75,6,50.0,30.0,57.14
95,https://www.mdmountainside.com/blog/summer-of-music,"Summer of Music - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,69,74,154,2.08,124,68.92,77.66,48.05
96,https://www.mdmountainside.com/blog/top-activities-for-the-whole-family,"Top Activities for the Whole Family | Allegany County, the Mountain Side of Maryland - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,9,10,43,4.3,33,40.0,46.21,23.26
97,https://www.mdmountainside.com/blog/top-five-reasons-to-bike-allegany-county-md,"Top Five Reasons to Bike Allegany County, MD - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,4,4,4,1.0,4,100.0,0.0,100.0
98,https://www.mdmountainside.com/blog/unforgettable-leaf-peeping-locations,"Unforgettable Peak Leaf Season Locations - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,5,21,4.2,10,40.0,66.06,23.81
99,https://www.mdmountainside.com/blog/your-guide-to-small-business-saturday,"Your Guide to Small Business Saturday in Allegany County! - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,5,5,10,2.0,10,80.0,31.0,50.0
100,https://www.mdmountainside.com/blurred-lines-deborah-hicks-odgers,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
101,https://www.mdmountainside.com/bonds-landing-boat-access,"Bond's Landing Boat Access - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,34,36,48,1.33,43,75.0,295.17,75.0
102,https://www.mdmountainside.com/book-discussion-of-heartland-a-memoir-by-sarah-smarsh-2,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
103,https://www.mdmountainside.com/brews-wines-and-spirits,"Find Places to Drink Beer, Wine, and Cocktails - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,16,21,45,2.14,33,61.9,143.58,46.67
104,https://www.mdmountainside.com/buckleys-24-hr-towing,"Buckley's 24-HR Towing - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,1,1,1,1.0,1,100.0,0.0,100.0
105,https://www.mdmountainside.com/buttercup-boutique,"Buttercup Boutique - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,20,21,22,1.05,21,95.24,35.0,95.45
106,https://www.mdmountainside.com/byways,"Byways - Allegany County, The Mountain Side of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,15,19,41,2.16,33,68.42,71.86,46.34
