,URL,H1,Title,Meta Description,H1 Word Count,No. Content Words,No. Template Words,No. Words,No. Sentences,No. Paragraphs,No. Headers,Reading Time (mm:ss),Flesch Kincaid Reading Ease,Sentiment,Indexable,Indexable Status
21,https://www.mdmountainside.com/32nd-annual-coney-days-coney-days-campfire,"Allegany County, The Mountain Side of Maryland","32nd Annual Coney Days: Coney Days Campfire - Allegany County, The Mountain Side of Maryland",Not Found,7,271,83,354,30,22,4,01:21,Fairly Difficult,Positive,Yes,Indexable
22,https://www.mdmountainside.com/32nd-annual-coney-days-sunday-in-the-park,"Allegany County, The Mountain Side of Maryland","32nd Annual Coney Days: Sunday in the Park - Allegany County, The Mountain Side of Maryland",Not Found,7,286,87,373,29,23,3,01:26,Fairly Difficult,Positive,Yes,Indexable
23,https://www.mdmountainside.com/3m-challenge-bike-ride,"Allegany County, The Mountain Side of Maryland","3M Challenge Bike Ride - Allegany County, The Mountain Side of Maryland","A timed ride between cyclists and the diesel locomotive, the 3M Challenge follows a 15.3 mile stretch of the Great Allegheny Passage from Cumberland, MD, to Frostburg, MD.",7,458,95,553,58,29,5,02:17,Fairly Difficult,Positive,Yes,Indexable
24,https://www.mdmountainside.com/4th-annual-brush-tunnel-marathon-and-half-marathon,"Allegany County, The Mountain Side of Maryland","4th Annual Brush Tunnel Marathon and Half Marathon - Allegany County, The Mountain Side of Maryland",Not Found,7,385,113,498,29,19,3,01:56,Standard,Positive,Yes,Indexable
25,https://www.mdmountainside.com/4th-of-july-fireworks,"Allegany County, The Mountain Side of Maryland","Celebrate with Fireworks on the 4th of July - Allegany County, The Mountain Side of Maryland","With our rich cultural heritage, it's no surprise that fireworks are a big deal in Allegany County. Celebrate the 4th of July in Western Maryland.",7,501,194,695,26,14,3,02:30,Fairly Difficult,Positive,Yes,Indexable
26,https://www.mdmountainside.com/5th-annual-gap-marathon-and-half-marathon,"Allegany County, The Mountain Side of Maryland","5th Annual GAP Marathon and Half Marathon - Allegany County, The Mountain Side of Maryland",Not Found,7,431,73,504,39,24,4,02:09,Standard,Positive,Yes,Indexable
27,https://www.mdmountainside.com/5th-annual-howards-run-festival,"Allegany County, The Mountain Side of Maryland","5th Annual Howards Run Festival - Allegany County, The Mountain Side of Maryland",Not Found,7,187,183,370,27,15,2,00:56,Easy,Positive,Yes,Indexable
28,https://www.mdmountainside.com/5th-last-dale-murray-memorial-benefit-motorcycle-ride,"Allegany County, The Mountain Side of Maryland","5th & Last Dale Murray Memorial Benefit Motorcycle Ride - Allegany County, The Mountain Side of Maryland",Not Found,7,320,97,417,28,23,3,01:36,Fairly Difficult,Positive,Yes,Indexable
29,https://www.mdmountainside.com/69th-annual-south-cumberland-business-and-civic-association-marsha-l-thomas-memorial-halloween-parade,"Allegany County, The Mountain Side of Maryland","69th Annual South Cumberland Business and Civic Association “Marsha L. Thomas” Memorial Halloween Parade - Allegany County, The Mountain Side of Maryland",Not Found,7,161,171,332,25,14,2,00:48,Easy,Neutral,Yes,Indexable
30,https://www.mdmountainside.com/7-cs-lodging,"Allegany County, The Mountain Side of Maryland","7 C's Lodging - Allegany County, The Mountain Side of Maryland",Not Found,7,543,124,667,45,29,4,02:43,Fairly Difficult,Positive,Yes,Indexable
31,https://www.mdmountainside.com/9-decatur-guest-house-and-hostel,"Allegany County, The Mountain Side of Maryland","9 Decatur Guest House and Hostel - Allegany County, The Mountain Side of Maryland",Not Found,7,313,92,405,41,27,5,01:34,Fairly Difficult,Positive,Yes,Indexable
32,https://www.mdmountainside.com/9-north-centre-for-the-arts,"Allegany County, The Mountain Side of Maryland","9 North Centre for the Arts - Allegany County, The Mountain Side of Maryland",Not Found,7,362,127,489,37,27,5,01:49,Fairly Difficult,Positive,Yes,Indexable
33,https://www.mdmountainside.com/?fbclid=IwAR0IxhFOSItNOypFXaMzorh3kQ0vL5fw3XBhO8MYsh2VH9agoIAQJlBifyw,"Allegany County, The Mountain Side of Maryland","The Mountain Side of Maryland - Allegany County, The Mountain Side of Maryland","Visit the mountains of Allegany County, Maryland. Enjoy shopping, restaurants, historic sites, and outdoor activities along The Great Allegheny Passage.",7,92,287,379,6,4,3,00:28,Easy,Neutral,No,Canonicalized
34,https://www.mdmountainside.com/Delfest,"Allegany County, The Mountain Side of Maryland","DelFest - Allegany County, The Mountain Side of Maryland","Expand your experience when you attend DelFest, Allegany County's premier music festival, featuring the legendary music of Del McCoury and family along with nationally touring bluegrass acts.",7,680,41,721,39,28,8,03:24,Fairly Difficult,Positive,Yes,Indexable
35,https://www.mdmountainside.com/a-festival-of-lessons-and-carols-for-christmas,"Allegany County, The Mountain Side of Maryland","A Festival of Lessons and Carols for Christmas - Allegany County, The Mountain Side of Maryland",Not Found,7,193,187,380,30,14,3,00:58,Fairly Difficult,Neutral,Yes,Indexable
36,https://www.mdmountainside.com/about,"Allegany County, The Mountain Side of Maryland","About Us - Allegany County, The Mountain Side of Maryland",Not Found,7,472,76,548,64,44,11,02:22,Fairly Difficult,Positive,Yes,Indexable
37,https://www.mdmountainside.com/about-allegany-county-tourism,"Allegany County, The Mountain Side of Maryland","Learn All About Allegany County - Allegany County, The Mountain Side of Maryland","Allegany County, Maryland is an exciting destination for outdoor recreation, historic sites, arts and culture, and scenic mountains. Come see for yourself.",7,642,101,743,38,18,8,03:13,Difficult,Positive,Yes,Indexable
38,https://www.mdmountainside.com/accent-on-health-chiropractic-massage,"Allegany County, The Mountain Side of Maryland","Accent on Health Chiropractic & Massage - Allegany County, The Mountain Side of Maryland",Not Found,7,280,118,398,35,25,4,01:24,Fairly Difficult,Neutral,Yes,Indexable
39,https://www.mdmountainside.com/acre-coworking,"Allegany County, The Mountain Side of Maryland","ACRE Coworking - Allegany County, The Mountain Side of Maryland",Not Found,7,281,105,386,39,26,5,01:24,Difficult,Positive,Yes,Indexable
40,https://www.mdmountainside.com/al-gar-federal-credit-union,"Allegany County, The Mountain Side of Maryland","Al-Gar Federal Credit Union - Allegany County, The Mountain Side of Maryland",Not Found,7,324,123,447,36,24,4,01:37,Fairly Difficult,Positive,Yes,Indexable
41,https://www.mdmountainside.com/aldi-grocery-store,"Allegany County, The Mountain Side of Maryland","ALDI Grocery Store - Allegany County, The Mountain Side of Maryland",Not Found,7,387,90,477,37,25,4,01:56,Standard,Positive,Yes,Indexable
42,https://www.mdmountainside.com/ali-ghan-shrine-club,"Allegany County, The Mountain Side of Maryland","Ali Ghan Shrine Club - Allegany County, The Mountain Side of Maryland",Not Found,7,262,92,354,34,27,5,01:19,Difficult,Positive,Yes,Indexable
43,https://www.mdmountainside.com/allegania,"Allegany County, The Mountain Side of Maryland","Allegania - Allegany County, The Mountain Side of Maryland","Restaurant in Cumberland, Maryland.",7,312,52,364,41,28,5,01:34,Difficult,Positive,Yes,Indexable
44,https://www.mdmountainside.com/allegany-arts-council,"Allegany County, The Mountain Side of Maryland","Allegany Arts Council - Allegany County, The Mountain Side of Maryland",Not Found,7,580,158,738,74,57,5,02:54,Difficult,Positive,Yes,Indexable
45,https://www.mdmountainside.com/allegany-chiropractic-center,"Allegany County, The Mountain Side of Maryland","Allegany Chiropractic Center - Allegany County, The Mountain Side of Maryland",Not Found,7,233,113,346,32,25,4,01:10,Difficult,Positive,Yes,Indexable
46,https://www.mdmountainside.com/allegany-college-of-maryland,"Allegany County, The Mountain Side of Maryland","Allegany College of Maryland - Allegany County, The Mountain Side of Maryland",Not Found,7,381,129,510,36,24,4,01:54,Difficult,Positive,Yes,Indexable
47,https://www.mdmountainside.com/allegany-county-fair-ag-expo,"Allegany County, The Mountain Side of Maryland","Allegany County Fair & Ag Expo - Allegany County, The Mountain Side of Maryland",Not Found,7,268,82,350,26,23,4,01:20,Fairly Difficult,Positive,Yes,Indexable
48,https://www.mdmountainside.com/allegany-county-fairgrounds,"Allegany County, The Mountain Side of Maryland","Allegany County Fairgrounds - Allegany County, The Mountain Side of Maryland",Not Found,7,327,140,467,41,30,5,01:38,Fairly Difficult,Positive,Yes,Indexable
49,https://www.mdmountainside.com/allegany-county-library-system,"Allegany County, The Mountain Side of Maryland","Allegany County Library System - Allegany County, The Mountain Side of Maryland",Not Found,7,340,127,467,42,30,5,01:42,Difficult,Positive,Yes,Indexable
50,https://www.mdmountainside.com/allegany-county-march-for-babies,"Allegany County, The Mountain Side of Maryland","Allegany County March for Babies - Allegany County, The Mountain Side of Maryland",Not Found,7,323,115,438,39,25,3,01:37,Fairly Difficult,Positive,Yes,Indexable
51,https://www.mdmountainside.com/allegany-county-restaurant-week,"Allegany County, The Mountain Side of Maryland","Allegany County Restaurant Week - Allegany County, The Mountain Side of Maryland",Not Found,7,355,81,436,44,24,3,01:47,Difficult,Positive,Yes,Indexable
52,https://www.mdmountainside.com/allegany-county-restaurant-week-2018,"Allegany County, The Mountain Side of Maryland","ALlegany County Restaurant Week 2018 - Allegany County, The Mountain Side of Maryland","Allegany County Maryland's Restaurant Week returns the Mountain Side of Maryland August 24 - September 2, 2018.",7,247,173,420,17,5,1,01:14,Difficult,Positive,Yes,Indexable
53,https://www.mdmountainside.com/allegany-county-schools,"Allegany County, The Mountain Side of Maryland","Allegany County Schools - Allegany County, The Mountain Side of Maryland",Not Found,7,364,118,482,38,24,4,01:49,Difficult,Positive,Yes,Indexable
54,https://www.mdmountainside.com/allegany-county-teachers-credit-union,"Allegany County, The Mountain Side of Maryland","Allegany County Teachers Credit Union - Allegany County, The Mountain Side of Maryland",Not Found,7,252,116,368,30,23,4,01:16,Difficult,Positive,Yes,Indexable
55,https://www.mdmountainside.com/allegany-county-transit-,"Allegany County, The Mountain Side of Maryland","Allegany County Transit - Allegany County, The Mountain Side of Maryland",Not Found,7,48,161,209,14,11,3,00:14,Fairly Difficult,Neutral,Yes,Indexable
56,https://www.mdmountainside.com/allegany-county-visitor-center,"Allegany County, The Mountain Side of Maryland","Allegany County Visitor Center - Allegany County, The Mountain Side of Maryland","The Allegany County, Maryland Visitor Center is your resource for information and travel tips. Get the most out of your visit - make a mountain memory.",7,310,142,452,41,32,5,01:33,Difficult,Positive,Yes,Indexable
57,https://www.mdmountainside.com/allegany-liquor-store,"Allegany County, The Mountain Side of Maryland","Allegany Liquor Store - Allegany County, The Mountain Side of Maryland","Beer, wine, and spirits.",7,171,111,282,28,23,4,00:51,Fairly Difficult,Positive,Yes,Indexable
58,https://www.mdmountainside.com/allegany-museum,"Allegany County, The Mountain Side of Maryland","Allegany Museum - Allegany County, The Mountain Side of Maryland",Not Found,7,445,139,584,51,32,5,02:14,Difficult,Positive,Yes,Indexable
59,https://www.mdmountainside.com/allegheny-trail-house-bed-breakfast,"Allegany County, The Mountain Side of Maryland","Allegheny Trail House Bed & Breakfast - Allegany County, The Mountain Side of Maryland",Not Found,7,601,158,759,51,25,4,03:00,Standard,Positive,Yes,Indexable
60,https://www.mdmountainside.com/alpacas-at-rivers-edge-farm,"Allegany County, The Mountain Side of Maryland","Alpacas at Rivers Edge Farm - Allegany County, The Mountain Side of Maryland",Not Found,7,325,97,422,45,25,4,01:38,Fairly Difficult,Positive,Yes,Indexable
61,https://www.mdmountainside.com/an-evening-at-1812-with-gibb-cochrum-and-mighty-kimchi-food-truck,"Allegany County, The Mountain Side of Maryland","An Evening at 1812 with Gibb Cochrum & Mighty Kimchi Food Truck - Allegany County, The Mountain Side of Maryland",Not Found,7,148,158,306,30,19,3,00:44,Fairly Easy,Positive,Yes,Indexable
62,https://www.mdmountainside.com/annies-sleep-center,"Allegany County, The Mountain Side of Maryland","Annie's Sleep Center - Allegany County, The Mountain Side of Maryland",Not Found,7,255,91,346,30,24,4,01:17,Fairly Difficult,Positive,Yes,Indexable
63,https://www.mdmountainside.com/appalachia-awakening,"Allegany County, The Mountain Side of Maryland","Appalachia Awakening - Allegany County, The Mountain Side of Maryland",Not Found,7,231,116,347,30,24,4,01:09,Difficult,Positive,Yes,Indexable
64,https://www.mdmountainside.com/appalachian-festival,"Allegany County, The Mountain Side of Maryland","Appalachian Festival - Allegany County, The Mountain Side of Maryland",Not Found,7,369,46,415,30,26,5,01:51,Difficult,Positive,Yes,Indexable
65,https://www.mdmountainside.com/appels-gateway,"Allegany County, The Mountain Side of Maryland","Appel's Gateway - Allegany County, The Mountain Side of Maryland",Not Found,7,284,86,370,40,24,4,01:25,Fairly Difficult,Positive,Yes,Indexable
66,https://www.mdmountainside.com/applebees-restaurant,"Allegany County, The Mountain Side of Maryland","Applebee's Restaurant - Allegany County, The Mountain Side of Maryland",Not Found,7,275,69,344,33,25,5,01:23,Standard,Positive,Yes,Indexable
67,https://www.mdmountainside.com/apples-east-coast-motorcycle-rally,"Allegany County, The Mountain Side of Maryland","Apple's East Coast Motorcycle Rally - Allegany County, The Mountain Side of Maryland",Not Found,7,250,120,370,24,19,3,01:15,Fairly Difficult,Positive,Yes,Indexable
68,https://www.mdmountainside.com/arbys,"Allegany County, The Mountain Side of Maryland","Arby's - Allegany County, The Mountain Side of Maryland",Not Found,7,316,89,405,34,24,4,01:35,Standard,Positive,Yes,Indexable
69,https://www.mdmountainside.com/ark-candles-soaps,"Allegany County, The Mountain Side of Maryland","Ark Candles & Soaps - Allegany County, The Mountain Side of Maryland",Not Found,7,335,80,415,31,25,4,01:41,Fairly Difficult,Positive,Yes,Indexable
70,https://www.mdmountainside.com/around-the-back-family-chiropractic,"Allegany County, The Mountain Side of Maryland","Around the Back Family Chiropractic - Allegany County, The Mountain Side of Maryland",Not Found,7,436,119,555,40,25,4,02:11,Difficult,Positive,Yes,Indexable
71,https://www.mdmountainside.com/art-exhibit-by-sheri-sensabaugh-the-fabric-of-my-life,"Allegany County, The Mountain Side of Maryland","Art Exhibit by Sheri Sensabaugh - The Fabric of My Life - Allegany County, The Mountain Side of Maryland",Not Found,7,517,31,548,51,33,5,02:35,Fairly Difficult,Positive,Yes,Indexable
72,https://www.mdmountainside.com/art-exhibition-art-and-soul-ii-by-susan-g-devan,"Allegany County, The Mountain Side of Maryland","Art Exhibition: ""Art and Soul II"" by Susan G. DeVan - Allegany County, The Mountain Side of Maryland",Not Found,7,416,96,512,45,28,4,02:05,Standard,Positive,Yes,Indexable
73,https://www.mdmountainside.com/arts-and-culture,"Allegany County, The Mountain Side of Maryland","Explore Arts and Cultural Activities - Allegany County, The Mountain Side of Maryland","Search for creative and cultural activities in the thriving arts community of Allegany County, Maryland.",7,159,376,535,58,37,15,00:48,Very Easy,Neutral,Yes,Indexable
74,https://www.mdmountainside.com/aspen-dental,"Allegany County, The Mountain Side of Maryland","Aspen Dental - Allegany County, The Mountain Side of Maryland",Not Found,7,372,78,450,33,24,4,01:52,Difficult,Positive,Yes,Indexable
75,https://www.mdmountainside.com/azads-of-cumberland-at-the-qashqai-gallery,"Allegany County, The Mountain Side of Maryland","Azad's of Cumberland at the Qashqai Gallery - Allegany County, The Mountain Side of Maryland",Not Found,7,317,94,411,31,25,4,01:35,Fairly Difficult,Neutral,Yes,Indexable
76,https://www.mdmountainside.com/b-rads-pizza,"Allegany County, The Mountain Side of Maryland","B-Rad's Pizza - Allegany County, The Mountain Side of Maryland",Not Found,7,308,65,373,31,24,4,01:32,Difficult,Positive,Yes,Indexable
77,https://www.mdmountainside.com/back-by-popular-demand-the-fly-birds,"Allegany County, The Mountain Side of Maryland","Back By Popular Demand - The Fly Birds - Allegany County, The Mountain Side of Maryland",Not Found,7,274,165,439,36,19,3,01:22,Fairly Easy,Positive,Yes,Indexable
78,https://www.mdmountainside.com/baltimore-street-collectibles,"Allegany County, The Mountain Side of Maryland","Baltimore Street Collectibles - Allegany County, The Mountain Side of Maryland",Not Found,7,280,88,368,32,26,4,01:24,Fairly Difficult,Positive,Yes,Indexable
79,https://www.mdmountainside.com/baltimore-street-grill,"Allegany County, The Mountain Side of Maryland","Baltimore Street Grill - Allegany County, The Mountain Side of Maryland",Not Found,7,327,53,380,42,28,5,01:38,Fairly Difficult,Positive,Yes,Indexable
80,https://www.mdmountainside.com/banana-leaf,"Allegany County, The Mountain Side of Maryland","Banana Leaf - Allegany County, The Mountain Side of Maryland",Not Found,7,268,84,352,34,25,4,01:20,Standard,Positive,Yes,Indexable
81,https://www.mdmountainside.com/banks,"Allegany County, The Mountain Side of Maryland","Locate a Bank - Allegany County, The Mountain Side of Maryland","Search for banks, credit unions, and other financial institutions in Allegany County, Maryland.",7,124,369,493,55,35,14,00:37,Very Easy,Neutral,Yes,Indexable
82,https://www.mdmountainside.com/barbaras-hallmark,"Allegany County, The Mountain Side of Maryland","Barbara's Hallmark - Allegany County, The Mountain Side of Maryland",Not Found,7,247,88,335,29,24,4,01:14,Fairly Difficult,Neutral,Yes,Indexable
83,https://www.mdmountainside.com/bark4life,"Allegany County, The Mountain Side of Maryland","Bark4Life - Allegany County, The Mountain Side of Maryland",Not Found,7,55,168,223,11,11,2,00:17,Standard,Neutral,Yes,Indexable
84,https://www.mdmountainside.com/barkin-basement-thrift-shop,"Allegany County, The Mountain Side of Maryland","Barkin' Basement Thrift Shop - Allegany County, The Mountain Side of Maryland",Not Found,7,422,96,518,41,29,5,02:07,Fairly Difficult,Positive,Yes,Indexable
85,https://www.mdmountainside.com/barkin-basement-thrift-shop-sidewalk-sale,"Allegany County, The Mountain Side of Maryland","Barkin' Basement Thrift Shop Sidewalk Sale - Allegany County, The Mountain Side of Maryland",Not Found,7,381,91,472,46,27,4,01:54,Fairly Difficult,Positive,Yes,Indexable
86,https://www.mdmountainside.com/bars-and-nighttlife,"Allegany County, The Mountain Side of Maryland","Find Bars, Clubs, and Nightlife - Allegany County, The Mountain Side of Maryland","Search for bars, clubs, and explore the lively nightlife of Allegany County, Maryland.",7,109,379,488,53,34,14,00:33,Very Easy,Neutral,Yes,Indexable
87,https://www.mdmountainside.com/bars-and-nighttlife?from=1,"Allegany County, The Mountain Side of Maryland","Find Bars, Clubs, and Nightlife - Allegany County, The Mountain Side of Maryland","Search for bars, clubs, and explore the lively nightlife of Allegany County, Maryland.",7,109,379,488,53,34,14,00:33,Very Easy,Neutral,No,Canonicalized
88,https://www.mdmountainside.com/bars-and-nighttlife?from=11,"Allegany County, The Mountain Side of Maryland","Find Bars, Clubs, and Nightlife - Allegany County, The Mountain Side of Maryland","Search for bars, clubs, and explore the lively nightlife of Allegany County, Maryland.",7,111,392,503,50,34,14,00:33,Very Easy,Neutral,No,Canonicalized
89,https://www.mdmountainside.com/bars-and-nighttlife?from=21,"Allegany County, The Mountain Side of Maryland","Find Bars, Clubs, and Nightlife - Allegany County, The Mountain Side of Maryland","Search for bars, clubs, and explore the lively nightlife of Allegany County, Maryland.",7,99,395,494,58,35,14,00:30,Very Easy,Neutral,No,Canonicalized
90,https://www.mdmountainside.com/bars-and-nighttlife?from=31,"Allegany County, The Mountain Side of Maryland","Find Bars, Clubs, and Nightlife - Allegany County, The Mountain Side of Maryland","Search for bars, clubs, and explore the lively nightlife of Allegany County, Maryland.",7,111,391,502,58,36,14,00:33,Very Easy,Neutral,No,Canonicalized
91,https://www.mdmountainside.com/bartons-towing-auto-service,"Allegany County, The Mountain Side of Maryland","Barton's Towing & Auto Service - Allegany County, The Mountain Side of Maryland",Not Found,7,193,120,313,30,24,4,00:58,Fairly Difficult,Positive,Yes,Indexable
92,https://www.mdmountainside.com/basecamp-coffee-company,"Allegany County, The Mountain Side of Maryland","Basecamp Coffee Company - Allegany County, The Mountain Side of Maryland",Not Found,7,607,74,681,54,27,5,03:02,Standard,Positive,Yes,Indexable
93,https://www.mdmountainside.com/baxters-gourmet-catering,"Allegany County, The Mountain Side of Maryland","Baxter's Gourmet Catering - Allegany County, The Mountain Side of Maryland","Gourmet catering company, offering off-site catering in Allegany County, Maryland.",7,189,172,361,22,11,3,00:57,Standard,Neutral,Yes,Indexable
94,https://www.mdmountainside.com/bay-runner-shuttle,"Allegany County, The Mountain Side of Maryland","Bay Runner Shuttle - Allegany County, The Mountain Side of Maryland",Not Found,7,174,162,336,20,12,3,00:52,Standard,Neutral,Yes,Indexable
95,https://www.mdmountainside.com/bb-country-meats,"Allegany County, The Mountain Side of Maryland","B&B Country Meats - Allegany County, The Mountain Side of Maryland",Not Found,7,340,84,424,36,27,5,01:42,Fairly Difficult,Positive,Yes,Indexable
96,https://www.mdmountainside.com/beckmans-greene-street-pharmacy-inc,"Allegany County, The Mountain Side of Maryland","Beckman's Greene Street Pharmacy, Inc. - Allegany County, The Mountain Side of Maryland",Not Found,7,314,123,437,37,25,4,01:34,Fairly Difficult,Positive,Yes,Indexable
97,https://www.mdmountainside.com/bed-and-breakfasts,"Allegany County, The Mountain Side of Maryland","Find a Bed & Breakfast - Allegany County, The Mountain Side of Maryland","Search for a bed & breakfast for your getaway to Allegany County, Maryland.",7,123,317,440,42,27,12,00:37,Very Easy,Neutral,Yes,Indexable
98,https://www.mdmountainside.com/beer-pairing-dinner-featuring-1812-brewery-and-good-carma-catering,"Allegany County, The Mountain Side of Maryland","Beer Pairing Dinner Featuring 1812 Brewery & Good Carma Catering - Allegany County, The Mountain Side of Maryland",Brewery and Food Truck Prix Fixe Dinner for Allegany County Restaurant Week.,7,211,179,390,36,18,3,01:03,Standard,Positive,Yes,Indexable
99,https://www.mdmountainside.com/beer-wine-spirits-,"Allegany County, The Mountain Side of Maryland","Beer, Wine & Spirits - Allegany County, The Mountain Side of Maryland",Not Found,7,247,89,336,29,24,4,01:14,Fairly Difficult,Positive,Yes,Indexable
