,URL,Title,Crawl Source,Found in Sitemaps,Found in Google Analytics,Found in Google Search Analytics,Indexable,Indexable Status,Total Clicks,Total Impressions,Average CTR,Average Position,Desktop Clicks (URL Avg),Desktop Impressions (URL Avg),Desktop CTR (URL Avg),Desktop Position (URL Avg),Mobile Clicks (URL Avg),Mobile Impressions (URL Avg),Mobile CTR (URL Avg),Mobile Position (URL Avg),Tablet Clicks (URL Avg),Tablet Impressions (URL Avg),Tablet CTR (URL Avg),Tablet Position (URL Avg),Users,Sessions,Pageviews,Pageviews Per Session,Unique Pageviews,Bounce Rate,Avg Time On Page,Entrance Rate,Goal Completions,Goal Conversion Rate
47,https://www.mdmountainside.com/lanco-in-concert,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,1.4,6,80.0,21.0,71.43,0,0
48,https://www.mdmountainside.com/lashbaughs-bar-grill,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.0,2,100.0,0.0,100.0,0,0
49,https://www.mdmountainside.com/lefty-grove-memorial-park-dedication,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,24,1.2,22,90.0,52.0,83.33,0,0
50,https://www.mdmountainside.com/legally-blonde-the-musical,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,51,1.55,43,63.64,92.89,64.71,0,0
51,https://www.mdmountainside.com/loretta-hummel-and-country-grass-live-on-the-mccoury-family-stage,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1.5,3,50.0,21.0,66.67,0,0
52,https://www.mdmountainside.com/maplehurst-country-club,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1.0,3,100.0,0.0,100.0,0,0
53,https://www.mdmountainside.com/mark-gallagher-clarinet,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
54,https://www.mdmountainside.com/midlife-crisis-and-chef-pauls-kitchen-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5.0,3,0.0,37.5,20.0,0,0
55,https://www.mdmountainside.com/mountain-maryland-native-plant-festival,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,1.17,7,83.33,113.0,85.71,0,0
56,https://www.mdmountainside.com/musician-black-guy-fawkes-and-sob-bbq-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,1.4,6,80.0,28.0,71.43,0,0
57,https://www.mdmountainside.com/musician-dan-stevens,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,1.25,4,75.0,41.0,80.0,0,0
58,https://www.mdmountainside.com/musician-dan-stevens-klavuhn-family-concessions-at-1812,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,1.13,9,87.5,73.0,88.89,0,0
59,https://www.mdmountainside.com/musician-gibb-cochrum-and-sob-bbq-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8.0,2,0.0,49.71,12.5,0,0
60,https://www.mdmountainside.com/musicians-chris-workman-and-craig-miller,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.0,2,100.0,0.0,100.0,0,0
61,https://www.mdmountainside.com/night-traveler-and-bbq-beast,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,2.25,6,25.0,15.2,44.44,0,0
62,https://www.mdmountainside.com/night-traveler-and-good-carma-catering-at-1812-brewery2,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,1.64,14,81.82,28.29,61.11,0,0
63,https://www.mdmountainside.com/noma-exhibition,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.0,1,0.0,21.0,50.0,0,0
64,https://www.mdmountainside.com/oldtown-summerfest,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,63,84,1.33,78,82.54,186.43,75.0,0,0
65,https://www.mdmountainside.com/ole-97-johnny-cashjune-carter-tribute,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.0,2,100.0,0.0,100.0,0,0
66,https://www.mdmountainside.com/original-bluegrass-by-the-plate-scrapers-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1.0,3,100.0,0.0,100.0,0,0
67,https://www.mdmountainside.com/pints-and-pilates-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1.0,3,100.0,0.0,100.0,0,0
68,https://www.mdmountainside.com/pints-and-pilates-with-trainer-karen-smith-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.0,2,100.0,0.0,100.0,0,0
69,https://www.mdmountainside.com/pirates-ahoy-2019,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,18,1.06,17,94.12,65.0,94.44,0,0
70,https://www.mdmountainside.com/relay4life,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3.0,3,0.0,67.5,33.33,0,0
71,https://www.mdmountainside.com/route-36-yard-sale,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,55,97,1.76,73,69.09,147.31,56.7,0,0
72,https://www.mdmountainside.com/spring-wine-pairing-dinner-at-toasted-goat,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2.0,4,50.0,37.0,50.0,0,0
73,https://www.mdmountainside.com/summer-at-your-library-block-party,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1.5,5,75.0,17.0,66.67,0,0
74,https://www.mdmountainside.com/surrender-dorothy-and-good-carma-cathering-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,6.5,10,50.0,81.64,15.38,0,0
75,https://www.mdmountainside.com/the-color-of-water-western-maryland-watercolor-society-exhibition,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1.25,4,75.0,16.0,80.0,0,0
76,https://www.mdmountainside.com/the-glass-menagerie-by-tennessee-williams,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1.25,4,75.0,513.0,80.0,0,0
77,https://www.mdmountainside.com/the-golden-gays-and-winnies-rock-cauldron-gay-pride-extravaganza,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
78,https://www.mdmountainside.com/the-pros-from-dover-at-the-1812-brewerys-food-truck-fest,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,20,2.0,17,50.0,215.4,50.0,0,0
79,https://www.mdmountainside.com/the-rocky-horror-show,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1.33,3,66.67,592.0,75.0,0,0
80,https://www.mdmountainside.com/the-royal-train,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1.25,5,75.0,66.0,80.0,0,0
81,https://www.mdmountainside.com/the-worn-out-flannels-plus-sob-bbq-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.0,2,100.0,0.0,100.0,0,0
82,https://www.mdmountainside.com/tour-of-burial-site-of-american-revolutionary-war-soldier,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
83,https://www.mdmountainside.com/tracy-lawrence-in-concert,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,19,1.19,16,81.25,61.33,84.21,0,0
84,https://www.mdmountainside.com/tri-state-zoological-park,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,250,467,1.87,395,64.0,95.33,53.53,0,0
85,https://www.mdmountainside.com/ty-johnson-day,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1.0,3,100.0,0.0,100.0,0,0
86,https://www.mdmountainside.com/whiskey-paint-and-sip,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.0,2,100.0,0.0,100.0,0,0
87,https://www.mdmountainside.com/wicked-jezabel-live-on-the-mccoury-family-stage,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
88,https://www.mdmountainside.com/woodwind-studio-recital,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
89,https://www.mdmountainside.com/woof-stock-acass-4th-annual-beer-wine-and-music-festival,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,31,1.48,26,71.43,113.8,67.74,0,0
90,https://www.mdmountainside.com/worn-out-flannels-plus-zebs-barbeque-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
91,https://www.mdmountainside.com/zumba-and-brews-at-1812-brewery,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,1.2,6,80.0,44.0,83.33,0,0
92,https://www.mdmountainside.com/zumba-and-brews-at-1812-brewery-2,Not Found,Google Analytics,No,Yes,No,No,Not Found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1,100.0,0.0,100.0,0,0
